time, AirTemp,RelHum,WindSpeed,Rain,Cloud,ShortWave,Snow
2009-02-02,1.395,100,10.23,0,1.51125,28.34490741,0.0155
2009-02-03,2.522,100,9.7,0,1.6975,34.5787037,0
2009-02-04,4.011,100,3.056,0.000764,1.790625,70.51967593,0
2009-02-05,6.882,100,5.208,0,1.27875,111.9444445,0
2009-02-06,5.51,100,3.61,0.00076,0.97375,80.0462963,0
2009-02-07,0.84,67.2,1.47,0,0.6825,13.20601852,0
2009-02-08,1.064,47.04,2.24,0,0.399,-64.75,0
2009-02-09,1.078,58.52,2.079,0,0.48125,51.42245371,0
2009-02-10,3.51,100,5.72,0.0104,1.235,30.69444444,0
2009-02-11,0.375,67.5,3.975,0.000375,0.703125,12.5,0
2009-02-12,-1.551,100,5.499,0,1.286625,34.59722223,0.0282
2009-02-13,-1.254,52.14,1.584,0,0.264,66.99305554,0.0132
2009-02-14,-3.552,100,3.848,0,0.8695,88.38888889,0
2009-02-15,-2.22,100,8.14,0.00592,1.80375,80.72337963,0
2009-02-16,0.32,100,1.92,0.00816,1.6,35.55555555,0.096
2009-02-17,-2.525,86.86,2.626,0,0.492375,105.5590278,0.1111
2009-02-18,-5.792,100,4.344,0.000181,1.5385,122.3425926,0.1629
2009-02-19,-3.297,100,6.28,0.005338,1.57,59.23842592,0.1413
2009-02-20,0.95,100,3.04,0.00342,1.9,43.76157408,0.323
2009-02-21,-0.913,73.04,1.66,0.002822,0.83,28.33912037,0.1079
2009-02-22,3.496,100,6.384,0.006384,1.52,26.74074074,0.2584
2009-02-23,4.86,100,7.92,0.00054,1.8,37.29166666,0
2009-02-24,3.111,100,4.392,0,1.761375,26.89930555,0
2009-02-25,5.984,100,8.624,0.001232,1.738,65.38888889,0
2009-02-26,9.348,100,11.644,0.009184,1.5375,75.54629629,0
2009-02-27,8.9,100,8.188,0.000534,1.513,98.27083333,0
2009-02-28,6.732,100,2.904,0.000396,1.2375,65.69444445,0
2009-03-01,13.134,100,6.368,0,1.791,111.7071759,0
2009-03-02,10.296,100,4.576,0.003718,1.340625,41.04629629,0
2009-03-03,9.231,100,4.525,0,1.334875,104.1168982,0
2009-03-04,8.721,100,6.84,0,1.06875,110.4375,0
2009-03-05,7.29,70.2,3.42,0.00198,0.54,48.95833334,0
2009-03-06,7.958,100,5.017,0.001557,1.73,23.8275463,0
2009-03-07,3.458,82.81,2.548,0.000091,0.898625,14.85069444,0
2009-03-08,4.914,100,3.906,0.002268,0.89775,47.6875,0
2009-03-09,5.504,100,5.76,0.002816,0.864,134.0740741,0
2009-03-10,8.45,100,8.45,0.000845,1.499875,120.4907407,0
2009-03-11,3.344,63.08,2.584,0,0.608,33.25,0
2009-03-12,6.44,100,5.04,0.00868,1.3475,92.52314814,0
2009-03-13,9.9,100,4.8,0.00105,1.3125,86.28472223,0
2009-03-14,9.62,100,2.73,0.00299,0.975,156.7824075,0
2009-03-15,9.009,100,3.978,0.001404,1.096875,55.11458333,0
2009-03-16,6.279,72.8,1.82,0.000273,0.84175,71.51504629,0
2009-03-17,7.2,58.5,5.22,0,0.52875,105.625,0
2009-03-18,5.772,75.48,4.329,0,0.36075,153.78125,0
2009-03-19,8.533,85.33,6.44,0,0.905625,259.7615741,0
2009-03-20,3.276,70.56,2.646,0,0.567,195.8541666,0
2009-03-21,7.954,100,6.596,0.000194,1.6005,255.5231482,0
2009-03-22,5.12,60.8,4.64,0.00024,0.78,35,0
2009-03-23,9.638,100,12.798,0.009954,1.48125,48.0949074,0
2009-03-24,2.576,100,9.384,0.001472,1.104,170.7962963,0
2009-03-25,3.104,100,6.984,0,1.43075,244.2962962,0
2009-03-26,9.027,100,5.664,0.003363,1.72575,94.03125,0
2009-03-27,13.72,100,9.408,0.00294,1.6905,159.9305556,0
2009-03-28,12.74,100,8.428,0.004704,1.568,133.6157407,0
2009-03-29,8.432,100,5.168,0,1.02,180.0740741,0
2009-03-30,4.331,56.8,0.994,0,0.4615,84.06597224,0
2009-03-31,5.832,52.65,1.215,0,0.151875,166.3125,0
